<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5</div><img src=rnbqkbnr_p1p1pppp_8_1p6_2pP4_5N2_PP2PPPP_RNBQKB1R_w_KQkq_-_0_4+oriTrue.svg>	<div> 4. e3<br></div><a href=https://lichess.org/analysis/rnbqkbnr/p1p1pppp/8/1p6/2pP4/5N2/PP2PPPP/RNBQKB1R_w_KQkq_-_0_4?color=white><br>0.0&gt&gt0.6<br></a><img src=rnbqkbnr_p1p1pppp_8_1p6_2pP4_4PN2_PP3PPP_RNBQKB1R_b_KQkq_-_0_4+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 4-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 c6 6. b3 Nf6 7. bxc4 bxc4 8. Bxc4 Ba6 9. Qe2 Bxc4</div><img src=rn1qkb1r_p4ppp_2p1pn2_8_P1bP4_4PN2_4QPPP_RNB1K2R_w_KQkq_-_0_10+oriTrue.svg>	<div> 10. Qxc4<br></div><a href=https://lichess.org/analysis/rn1qkb1r/p4ppp/2p1pn2/8/P1bP4/4PN2/4QPPP/RNB1K2R_w_KQkq_-_0_10?color=white><br>0.7(0.5)&gt&gt0.6(0.5)<br></a><img src=rn1qkb1r_p4ppp_2p1pn2_8_P1QP4_4PN2_5PPP_RNB1K2R_b_KQkq_-_0_10+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 10-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 c6 6. b3 Nf6 7. bxc4 bxc4 8. Bxc4 Ba6 9. Qe2 Bxc4 10. Qxc4 Nbd7</div><img src=r2qkb1r_p2n1ppp_2p1pn2_8_P1QP4_4PN2_5PPP_RNB1K2R_w_KQkq_-_1_11+oriTrue.svg>	<div> 11. Ba3<br></div><a href=https://lichess.org/analysis/r2qkb1r/p2n1ppp/2p1pn2/8/P1QP4/4PN2/5PPP/RNB1K2R_w_KQkq_-_1_11?color=white><br>0.6(0.5)&gt&gt0.2(0.5)<br></a><img src=r2qkb1r_p2n1ppp_2p1pn2_8_P1QP4_B3PN2_5PPP_RN2K2R_b_KQkq_-_2_11+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 11-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 c6 6. b3 Nf6 7. bxc4 bxc4 8. Bxc4 Ba6 9. Qe2 Bxc4 10. Qxc4 c5</div><img src=rn1qkb1r_p4ppp_4pn2_2p5_P1QP4_4PN2_5PPP_RNB1K2R_w_KQkq_-_0_11+oriTrue.svg>	<div> 11. Ba3<br></div><a href=https://lichess.org/analysis/rn1qkb1r/p4ppp/4pn2/2p5/P1QP4/4PN2/5PPP/RNB1K2R_w_KQkq_-_0_11?color=white><br>0.6(0.5)&gt&gt0.1(0.5)<br></a><img src=rn1qkb1r_p4ppp_4pn2_2p5_P1QP4_B3PN2_5PPP_RN2K2R_b_KQkq_-_1_11+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 11-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 c6 6. b3 Nf6 7. bxc4 bxc4 8. Bxc4 Ba6 9. Qe2 Bxc4 10. Qxc4 Qd5</div><img src=rn2kb1r_p4ppp_2p1pn2_3q4_P1QP4_4PN2_5PPP_RNB1K2R_w_KQkq_-_1_11+oriTrue.svg>	<div> 11. Qc2<br></div><a href=https://lichess.org/analysis/rn2kb1r/p4ppp/2p1pn2/3q4/P1QP4/4PN2/5PPP/RNB1K2R_w_KQkq_-_1_11?color=white><br>0.6(0.5)&gt&gt0.5(0.5)<br></a><img src=rn2kb1r_p4ppp_2p1pn2_3q4_P2P4_4PN2_2Q2PPP_RNB1K2R_b_KQkq_-_2_11+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 11-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 c6 6. b3 Nf6 7. bxc4 bxc4 8. Bxc4 Ba6 9. Qe2 Bxc4 10. Qxc4 Qd5 11. Qc2 Na6</div><img src=r3kb1r_p4ppp_n1p1pn2_3q4_P2P4_4PN2_2Q2PPP_RNB1K2R_w_KQkq_-_3_12+oriTrue.svg>	<div> 12. O-O<br></div><a href=https://lichess.org/analysis/r3kb1r/p4ppp/n1p1pn2/3q4/P2P4/4PN2/2Q2PPP/RNB1K2R_w_KQkq_-_3_12?color=white><br>0.5(0.5)&gt&gt0.5(0.5)<br></a><img src=r3kb1r_p4ppp_n1p1pn2_3q4_P2P4_4PN2_2Q2PPP_RNB2RK1_b_kq_-_4_12+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 12-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 c6 6. b3 Nf6 7. bxc4 bxc4 8. Bxc4 Ba6 9. Qe2 Bxc4 10. Qxc4 Qd5 11. Qc2 Nbd7</div><img src=r3kb1r_p2n1ppp_2p1pn2_3q4_P2P4_4PN2_2Q2PPP_RNB1K2R_w_KQkq_-_3_12+oriTrue.svg>	<div> 12. O-O<br></div><a href=https://lichess.org/analysis/r3kb1r/p2n1ppp/2p1pn2/3q4/P2P4/4PN2/2Q2PPP/RNB1K2R_w_KQkq_-_3_12?color=white><br>0.5(0.5)&gt&gt0.4(0.5)<br></a><img src=r3kb1r_p2n1ppp_2p1pn2_3q4_P2P4_4PN2_2Q2PPP_RNB2RK1_b_kq_-_4_12+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 12-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 c6 6. b3 Nf6 7. bxc4 bxc4 8. Bxc4 Ba6 9. Qe2 Bxc4 10. Qxc4 Qd5 11. Qc2 Bb4+</div><img src=rn2k2r_p4ppp_2p1pn2_3q4_Pb1P4_4PN2_2Q2PPP_RNB1K2R_w_KQkq_-_3_12+oriTrue.svg>	<div> 12. Bd2<br></div><a href=https://lichess.org/analysis/rn2k2r/p4ppp/2p1pn2/3q4/Pb1P4/4PN2/2Q2PPP/RNB1K2R_w_KQkq_-_3_12?color=white><br>0.5(0.5)&gt&gt0.8(0.5)<br></a><img src=rn2k2r_p4ppp_2p1pn2_3q4_Pb1P4_4PN2_2QB1PPP_RN2K2R_b_KQkq_-_4_12+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 12-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 c6 6. b3 Nf6 7. bxc4 bxc4 8. Bxc4 Ba6 9. Qe2 Bxc4 10. Qxc4 Qd5 11. Qc2 Be7</div><img src=rn2k2r_p3bppp_2p1pn2_3q4_P2P4_4PN2_2Q2PPP_RNB1K2R_w_KQkq_-_3_12+oriTrue.svg>	<div> 12. Ba3<br></div><a href=https://lichess.org/analysis/rn2k2r/p3bppp/2p1pn2/3q4/P2P4/4PN2/2Q2PPP/RNB1K2R_w_KQkq_-_3_12?color=white><br>0.5(0.5)&gt&gt0.8(0.5)<br></a><img src=rn2k2r_p3bppp_2p1pn2_3q4_P2P4_B3PN2_2Q2PPP_RN2K2R_b_KQkq_-_4_12+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 12-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 c6 6. b3 Nf6 7. bxc4 bxc4 8. Bxc4 Ba6 9. Qe2 Bxc4 10. Qxc4 Qd5 11. Qc2 Be7 12. Ba3 Bxa3</div><img src=rn2k2r_p4ppp_2p1pn2_3q4_P2P4_b3PN2_2Q2PPP_RN2K2R_w_KQkq_-_0_13+oriTrue.svg>	<div> 13. Rxa3<br></div><a href=https://lichess.org/analysis/rn2k2r/p4ppp/2p1pn2/3q4/P2P4/b3PN2/2Q2PPP/RN2K2R_w_KQkq_-_0_13?color=white><br>0.8(0.5)&gt&gt0.8(0.5)<br></a><img src=rn2k2r_p4ppp_2p1pn2_3q4_P2P4_R3PN2_2Q2PPP_1N2K2R_b_Kkq_-_0_13+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 13-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 c6 6. b3 Nf6 7. bxc4 bxc4 8. Bxc4 Ba6 9. Qe2 Bxc4 10. Qxc4 Qd5 11. Qc2 a5</div><img src=rn2kb1r_5ppp_2p1pn2_p2q4_P2P4_4PN2_2Q2PPP_RNB1K2R_w_KQkq_-_0_12+oriTrue.svg>	<div> 12. O-O<br></div><a href=https://lichess.org/analysis/rn2kb1r/5ppp/2p1pn2/p2q4/P2P4/4PN2/2Q2PPP/RNB1K2R_w_KQkq_-_0_12?color=white><br>0.5(0.5)&gt&gt0.9(0.5)<br></a><img src=rn2kb1r_5ppp_2p1pn2_p2q4_P2P4_4PN2_2Q2PPP_RNB2RK1_b_kq_-_1_12+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 12-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 c6 6. b3 Nf6 7. bxc4 bxc4 8. Bxc4 Nbd7</div><img src=r1bqkb1r_p2n1ppp_2p1pn2_8_P1BP4_4PN2_5PPP_RNBQK2R_w_KQkq_-_1_9+oriTrue.svg>	<div> 9. a5<br></div><a href=https://lichess.org/analysis/r1bqkb1r/p2n1ppp/2p1pn2/8/P1BP4/4PN2/5PPP/RNBQK2R_w_KQkq_-_1_9?color=white><br>0.7&gt&gt0.8(0.5)<br></a><img src=r1bqkb1r_p2n1ppp_2p1pn2_P7_2BP4_4PN2_5PPP_RNBQK2R_b_KQkq_-_0_9+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 9-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 c6 6. b3 Nf6 7. bxc4 Bb4+ 8. Bd2 Bxd2</div><img src=rnbqk2r_p4ppp_2p1pn2_1p6_P1PP4_4PN2_3b1PPP_RN1QKB1R_w_KQkq_-_0_9+oriTrue.svg>	<div> 9. Qxd2<br></div><a href=https://lichess.org/analysis/rnbqk2r/p4ppp/2p1pn2/1p6/P1PP4/4PN2/3b1PPP/RN1QKB1R_w_KQkq_-_0_9?color=white><br>1.1(0.5)&gt&gt1.1(0.5)<br></a><img src=rnbqk2r_p4ppp_2p1pn2_1p6_P1PP4_4PN2_3Q1PPP_RN2KB1R_b_KQkq_-_0_9+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 9-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 c6 6. b3 Be7 <br>Zugfolge (2..3)</div><img src=rnbqk1nr_p3bppp_2p1p3_1p6_P1pP4_1P2PN2_5PPP_RNBQKB1R_w_KQkq_-_1_7+oriTrue.svg>	<div>7. bxc4 bxc4 8. Bxc4<br></div><a href=https://lichess.org/analysis/rnbqk1nr/p3bppp/2p1p3/1p6/P1pP4/1P2PN2/5PPP/RNBQKB1R_w_KQkq_-_1_7?color=white><br>0.3&gt&gt0.7(0.5)<br></a><img src=rnbqk1nr_p3bppp_2p1p3_8_P1BP4_4PN2_5PPP_RNBQK2R_b_KQkq_-_0_8+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 7-deep seq
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 bxa4 <br>Zugfolge (2..3)</div><img src=rnbqkbnr_p1p2ppp_4p3_8_p1pP4_4PN2_1P3PPP_RNBQKB1R_w_KQkq_-_0_6+oriTrue.svg>	<div>6. Qxa4+ Bd7 7. Qxc4<br></div><a href=https://lichess.org/analysis/rnbqkbnr/p1p2ppp/4p3/8/p1pP4/4PN2/1P3PPP/RNBQKB1R_w_KQkq_-_0_6?color=white><br>0.3&gt&gt0.9<br></a><img src=rn1qkbnr_p1pb1ppp_4p3_8_2QP4_4PN2_1P3PPP_RNB1KB1R_b_KQkq_-_0_7+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 6-deep seq
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 bxa4</div><img src=rnbqkbnr_p1p2ppp_4p3_8_p1pP4_4PN2_1P3PPP_RNBQKB1R_w_KQkq_-_0_6+oriTrue.svg>	<div> 6. Qxa4+<br></div><a href=https://lichess.org/analysis/rnbqkbnr/p1p2ppp/4p3/8/p1pP4/4PN2/1P3PPP/RNBQKB1R_w_KQkq_-_0_6?color=white><br>0.4&gt&gt1.2<br></a><img src=rnbqkbnr_p1p2ppp_4p3_8_Q1pP4_4PN2_1P3PPP_RNB1KB1R_b_KQkq_-_0_6+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 6-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 bxa4 6. Qxa4+ Nd7</div><img src=r1bqkbnr_p1pn1ppp_4p3_8_Q1pP4_4PN2_1P3PPP_RNB1KB1R_w_KQkq_-_1_7+oriTrue.svg>	<div> 7. Nbd2<br></div><a href=https://lichess.org/analysis/r1bqkbnr/p1pn1ppp/4p3/8/Q1pP4/4PN2/1P3PPP/RNB1KB1R_w_KQkq_-_1_7?color=white><br>1.2&gt&gt1.7(0.5)<br></a><img src=r1bqkbnr_p1pn1ppp_4p3_8_Q1pP4_4PN2_1P1N1PPP_R1B1KB1R_b_KQkq_-_2_7+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 7-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 bxa4 6. Qxa4+ Qd7</div><img src=rnb1kbnr_p1pq1ppp_4p3_8_Q1pP4_4PN2_1P3PPP_RNB1KB1R_w_KQkq_-_1_7+oriTrue.svg>	<div> 7. Qc2<br></div><a href=https://lichess.org/analysis/rnb1kbnr/p1pq1ppp/4p3/8/Q1pP4/4PN2/1P3PPP/RNB1KB1R_w_KQkq_-_1_7?color=white><br>1.2&gt&gt1.5(0.5)<br></a><img src=rnb1kbnr_p1pq1ppp_4p3_8_2pP4_4PN2_1PQ2PPP_RNB1KB1R_b_KQkq_-_2_7+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 7-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 bxa4 6. Qxa4+ Qd7 7. Qc2 Nf6</div><img src=rnb1kb1r_p1pq1ppp_4pn2_8_2pP4_4PN2_1PQ2PPP_RNB1KB1R_w_KQkq_-_3_8+oriTrue.svg>	<div> 8. Ne5<br></div><a href=https://lichess.org/analysis/rnb1kb1r/p1pq1ppp/4pn2/8/2pP4/4PN2/1PQ2PPP/RNB1KB1R_w_KQkq_-_3_8?color=white><br>1.5(0.5)&gt&gt1.5(0.5)<br></a><img src=rnb1kb1r_p1pq1ppp_4pn2_4N3_2pP4_4P3_1PQ2PPP_RNB1KB1R_b_KQkq_-_4_8+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 8-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 bxa4 6. Qxa4+ Qd7 7. Qc2 Bd6</div><img src=rnb1k1nr_p1pq1ppp_3bp3_8_2pP4_4PN2_1PQ2PPP_RNB1KB1R_w_KQkq_-_3_8+oriTrue.svg>	<div> 8. Na3<br></div><a href=https://lichess.org/analysis/rnb1k1nr/p1pq1ppp/3bp3/8/2pP4/4PN2/1PQ2PPP/RNB1KB1R_w_KQkq_-_3_8?color=white><br>1.5(0.5)&gt&gt1.7(0.5)<br></a><img src=rnb1k1nr_p1pq1ppp_3bp3_8_2pP4_N3PN2_1PQ2PPP_R1B1KB1R_b_KQkq_-_4_8+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 8-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 bxa4 6. Qxa4+ Qd7 7. Qc2 Bb7</div><img src=rn2kbnr_pbpq1ppp_4p3_8_2pP4_4PN2_1PQ2PPP_RNB1KB1R_w_KQkq_-_3_8+oriTrue.svg>	<div> 8. Ne5<br></div><a href=https://lichess.org/analysis/rn2kbnr/pbpq1ppp/4p3/8/2pP4/4PN2/1PQ2PPP/RNB1KB1R_w_KQkq_-_3_8?color=white><br>1.5(0.5)&gt&gt1.5(0.5)<br></a><img src=rn2kbnr_pbpq1ppp_4p3_4N3_2pP4_4P3_1PQ2PPP_RNB1KB1R_b_KQkq_-_4_8+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 8-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 bxa4 6. Qxa4+ Qd7 7. Qc2 Nc6</div><img src=r1b1kbnr_p1pq1ppp_2n1p3_8_2pP4_4PN2_1PQ2PPP_RNB1KB1R_w_KQkq_-_3_8+oriTrue.svg>	<div> 8. Bxc4<br></div><a href=https://lichess.org/analysis/r1b1kbnr/p1pq1ppp/2n1p3/8/2pP4/4PN2/1PQ2PPP/RNB1KB1R_w_KQkq_-_3_8?color=white><br>1.5(0.5)&gt&gt1.4(0.5)<br></a><img src=r1b1kbnr_p1pq1ppp_2n1p3_8_2BP4_4PN2_1PQ2PPP_RNB1K2R_b_KQkq_-_0_8+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 8-deep pgn
<div>1. d4 d5 2. c4 dxc4 3. Nf3 b5 4. e3 e6 5. a4 bxa4 6. Qxa4+ Qd7 7. Qc2 Nc6 8. Bxc4 Nb4</div><img src=r1b1kbnr_p1pq1ppp_4p3_8_1nBP4_4PN2_1PQ2PPP_RNB1K2R_w_KQkq_-_1_9+oriTrue.svg>	<div> 9. Qe2<br></div><a href=https://lichess.org/analysis/r1b1kbnr/p1pq1ppp/4p3/8/1nBP4/4PN2/1PQ2PPP/RNB1K2R_w_KQkq_-_1_9?color=white><br>1.4(0.5)&gt&gt1.8(0.5)<br></a><img src=r1b1kbnr_p1pq1ppp_4p3_8_1nBP4_4PN2_1P2QPPP_RNB1K2R_b_KQkq_-_2_9+oriTrue.svg><footer>2023-11-02 21:36:24</footer>	 QGam QGam/d5-dxc4/D21 9-deep pgn
